Year,Month,BlockCode,SpeciesName,SpeciesCode,TotalPrice,CatchLbs
1969,11,806,"Mackerel, jack",55, , 
1969,11,807,"Anchovy, northern             ",110, , 
1969,11,807,"Mackerel, jack",55, , 
1969,11,807,"Mackerel, Pacific",51, , 
1969,11,829,"Mackerel, jack",55, , 
1969,11,849,"Mackerel, jack",55, , 
1969,11,860,"Sardine, Pacific              ",100, , 
1969,11,860,Yellowtail,40, , 
1969,11,867,"Mackerel, jack",55, , 
1969,11,867,"Mackerel, Pacific",51, , 
1969,12,665,"Anchovy, northern             ",110, , 
1969,12,666,"Anchovy, northern             ",110, , 
1969,12,682,"Anchovy, northern             ",110, , 
1969,12,683,"Anchovy, northern             ",110, , 
1969,12,683,"Mackerel, jack",55, , 
1969,12,684,"Anchovy, northern             ",110, , 
1969,12,700,"Anchovy, northern             ",110, , 
1969,12,700,"Mackerel, jack",55, , 
1969,12,700,"Mackerel, Pacific",51, , 
1969,12,700,"Sardine, Pacific              ",100, , 
1969,12,702,"Anchovy, northern             ",110, , 
1969,12,702,"Mackerel, jack",55, , 
1969,12,702,"Mackerel, Pacific",51, , 
1969,12,702,"Sardine, Pacific              ",100, , 
1969,12,703,"Anchovy, northern             ",110, , 
1969,12,704,"Anchovy, northern             ",110, , 
1969,12,704,"Mackerel, jack",55, , 
1969,12,705,"Anchovy, northern             ",110, , 
1969,12,706,"Anchovy, northern             ",110, , 
1969,12,706,"Mackerel, jack",55, , 
1969,12,718,"Anchovy, northern             ",110, , 
1969,12,719,"Anchovy, northern             ",110, , 
1969,12,719,"Mackerel, jack",55, , 
1969,12,719,"Mackerel, Pacific",51, , 
1969,12,719,"Sardine, Pacific              ",100, , 
1969,12,720,"Anchovy, northern             ",110, , 
1969,12,720,"Mackerel, jack",55, , 
1969,12,720,"Mackerel, Pacific",51, , 
1969,12,721,"Anchovy, northern             ",110, , 
1969,12,722,"Anchovy, northern             ",110, , 
1969,12,723,"Anchovy, northern             ",110, , 
1969,12,724,"Anchovy, northern             ",110, , 
1969,12,738,"Anchovy, northern             ",110, , 
1969,12,739,"Anchovy, northern             ",110, , 
1969,12,740,"Anchovy, northern             ",110, , 
1969,12,740,"Mackerel, jack",55, , 
1969,12,740,"Mackerel, Pacific",51, , 
1969,12,740,"Sardine, Pacific              ",100, , 
1969,12,740,Yellowtail,40, , 
1969,12,741,"Anchovy, northern             ",110, , 
1969,12,741,"Mackerel, jack",55, , 
1969,12,741,"Sardine, Pacific              ",100, , 
1969,12,742,"Anchovy, northern             ",110, , 
1969,12,743,"Anchovy, northern             ",110, , 
1969,12,745,"Anchovy, northern             ",110, , 
1969,12,758,"Anchovy, northern             ",110, , 
1969,12,759,"Anchovy, northern             ",110, , 
1969,12,760,"Anchovy, northern             ",110, , 
1969,12,760,"Mackerel, jack",55, , 
1969,12,760,"Mackerel, Pacific",51, , 
1969,12,760,"Sardine, Pacific              ",100, , 
1969,12,761,"Mackerel, jack",55, , 
1969,12,762,"Anchovy, northern             ",110, , 
1969,12,762,"Mackerel, jack",55, , 
1969,12,763,"Anchovy, northern             ",110, , 
1969,12,765,"Anchovy, northern             ",110, , 
1969,12,766,"Anchovy, northern             ",110, , 
1969,12,805,"Anchovy, northern             ",110, , 
1969,12,806,"Anchovy, northern             ",110, , 
1969,12,806,"Mackerel, jack",55, , 
1969,12,807,"Anchovy, northern             ",110, , 
1969,12,807,"Mackerel, jack",55, , 
1969,12,808,"Anchovy, northern             ",110, , 
1969,12,829,"Mackerel, jack",55, , 
1969,12,849,"Mackerel, jack",55, , 
1969,12,850,"Mackerel, jack",55, , 
1969,12,850,"Mackerel, Pacific",51, , 
1969,12,860,"Sardine, Pacific              ",100, , 
1969,12,860,Yellowtail,40, , 
1969,12,862,Yellowtail,40, , 
1969,12,867,"Mackerel, jack",55, , 
1969,2,683,"Anchovy, northern             ",110, , 
1969,2,700,"Anchovy, northern             ",110, , 
1969,2,700,"Mackerel, jack",55, , 
1969,2,700,"Mackerel, Pacific",51, , 
1969,2,700,"Sardine, Pacific              ",100, , 
1969,2,702,"Mackerel, jack",55, , 
1969,2,702,"Mackerel, Pacific",51, , 
1969,2,703,"Mackerel, jack",55, , 
1969,2,719,"Mackerel, jack",55, , 
1969,2,720,"Anchovy, northern             ",110, , 
1969,2,720,"Mackerel, jack",55, , 
1969,2,720,"Mackerel, Pacific",51, , 
1969,2,722,"Mackerel, jack",55, , 
1969,2,723,"Mackerel, jack",55, , 
1969,2,740,"Mackerel, jack",55, , 
1969,2,740,"Mackerel, Pacific",51, , 
1969,2,740,"Sardine, Pacific              ",100, , 
1969,2,741,"Anchovy, northern             ",110, , 
1969,2,741,"Mackerel, jack",55, , 
1969,2,741,"Sardine, Pacific              ",100, , 
1969,2,742,"Anchovy, northern             ",110, , 
1969,2,742,"Mackerel, jack",55, , 
1969,2,760,"Anchovy, northern             ",110, , 
1969,2,760,"Mackerel, jack",55, , 
1969,2,762,"Anchovy, northern             ",110, , 
1969,2,762,"Mackerel, jack",55, , 
1969,2,765,"Mackerel, jack",55, , 
1969,2,801,Yellowtail,40, , 
1969,2,805,"Anchovy, northern             ",110, , 
1969,2,806,"Mackerel, jack",55, , 
1969,2,806,"Mackerel, Pacific",51, , 
1969,2,807,"Mackerel, jack",55, , 
1969,2,807,"Mackerel, Pacific",51, , 
1969,2,813,"Mackerel, jack",55, , 
1969,2,829,"Mackerel, jack",55, , 
1969,2,829,"Mackerel, Pacific",51, , 
1969,2,842,Yellowtail,40, , 
1969,2,849,"Mackerel, jack",55, , 
1969,2,860,"Mackerel, Pacific",51, , 
1969,2,867,"Mackerel, jack",55, , 
1969,2,867,"Mackerel, Pacific",51, , 
1969,3,652,"Mackerel, jack",55, , 
1969,3,665,"Mackerel, jack",55, , 
1969,3,683,"Anchovy, northern             ",110, , 
1969,3,687,"Mackerel, jack",55, , 
1969,3,700,"Anchovy, northern             ",110, , 
1969,3,700,"Mackerel, jack",55, , 
1969,3,700,"Mackerel, Pacific",51, , 
1969,3,700,"Sardine, Pacific              ",100, , 
1969,3,702,"Anchovy, northern             ",110, , 
1969,3,702,"Mackerel, jack",55, , 
1969,3,703,"Anchovy, northern             ",110, , 
1969,3,718,"Mackerel, jack",55, , 
1969,3,718,"Mackerel, Pacific",51, , 
1969,3,719,"Mackerel, jack",55, , 
1969,3,719,"Mackerel, Pacific",51, , 
1969,3,720,"Mackerel, jack",55, , 
1969,3,721,"Anchovy, northern             ",110, , 
1969,3,722,"Anchovy, northern             ",110, , 
1969,3,738,"Anchovy, northern             ",110, , 
1969,3,738,"Mackerel, jack",55, , 
1969,3,738,"Mackerel, Pacific",51, , 
1969,3,738,"Sardine, Pacific              ",100, , 
1969,3,739,"Mackerel, jack",55, , 
1969,3,740,"Anchovy, northern             ",110, , 
1969,3,740,"Mackerel, jack",55, , 
1969,3,740,"Mackerel, Pacific",51, , 
1969,3,741,"Anchovy, northern             ",110, , 
1969,3,741,"Mackerel, jack",55, , 
1969,3,741,"Mackerel, Pacific",51, , 
1969,3,742,"Anchovy, northern             ",110, , 
1969,3,757,"Anchovy, northern             ",110, , 
1969,3,757,"Mackerel, jack",55, , 
1969,3,757,"Mackerel, Pacific",51, , 
1969,3,758,"Anchovy, northern             ",110, , 
1969,3,760,"Anchovy, northern             ",110, , 
1969,3,760,"Mackerel, Pacific",51, , 
1969,3,762,"Mackerel, jack",55, , 
1969,3,765,"Mackerel, jack",55, , 
1969,3,803,"Anchovy, northern             ",110, , 
1969,3,805,"Anchovy, northern             ",110, , 
1969,3,806,"Anchovy, northern             ",110, , 
1969,3,806,"Mackerel, jack",55, , 
1969,3,806,"Mackerel, Pacific",51, , 
1969,3,807,"Mackerel, jack",55, , 
1969,3,807,"Mackerel, Pacific",51, , 
1969,3,829,"Mackerel, jack",55, , 
1969,3,829,"Mackerel, Pacific",51, , 
1969,3,842,"Mackerel, jack",55, , 
1969,3,842,Yellowtail,40, , 
1969,3,849,"Mackerel, jack",55, , 
1969,3,849,"Mackerel, Pacific",51, , 
1969,3,860,"Anchovy, northern             ",110, , 
1969,3,860,"Mackerel, jack",55, , 
1969,3,860,"Mackerel, Pacific",51, , 
1969,3,860,"Sardine, Pacific              ",100, , 
1969,3,867,"Mackerel, jack",55, , 
1969,3,867,"Mackerel, Pacific",51, , 
1969,3,890,"Mackerel, jack",55, , 
1969,3,890,"Mackerel, Pacific",51, , 
1969,3,897,"Mackerel, jack",55, , 
1969,3,897,"Mackerel, Pacific",51, , 
1969,4,488,"Anchovy, northern             ",110, , 
1969,4,500,"Anchovy, northern             ",110, , 
1969,4,508,"Anchovy, northern             ",110, , 
1969,4,517,"Anchovy, northern             ",110, , 
1969,4,526,"Anchovy, northern             ",110, , 
1969,4,526,"Mackerel, jack",55, , 
1969,4,652,"Anchovy, northern             ",110, , 
1969,4,653,"Mackerel, jack",55, , 
1969,4,664,"Anchovy, northern             ",110, , 
1969,4,683,"Anchovy, northern             ",110, , 
1969,4,683,"Mackerel, jack",55, , 
1969,4,687,"Mackerel, jack",55, , 
1969,4,700,"Anchovy, northern             ",110, , 
1969,4,700,"Mackerel, jack",55, , 
1969,4,700,"Mackerel, Pacific",51, , 
1969,4,700,"Sardine, Pacific              ",100, , 
1969,4,701,"Mackerel, Pacific",51, , 
1969,4,702,"Anchovy, northern             ",110, , 
1969,4,702,"Mackerel, jack",55, , 
1969,4,709,"Mackerel, jack",55, , 
1969,4,709,"Mackerel, Pacific",51, , 
1969,4,714,"Mackerel, jack",55, , 
1969,4,718,"Mackerel, jack",55, , 
1969,4,719,"Anchovy, northern             ",110, , 
1969,4,719,"Mackerel, jack",55, , 
1969,4,719,"Mackerel, Pacific",51, , 
1969,4,719,"Sardine, Pacific              ",100, , 
1969,4,720,"Anchovy, northern             ",110, , 
1969,4,721,"Anchovy, northern             ",110, , 
1969,4,722,"Anchovy, northern             ",110, , 
1969,4,723,"Anchovy, northern             ",110, , 
1969,4,738,"Anchovy, northern             ",110, , 
1969,4,738,"Mackerel, jack",55, , 
1969,4,739,"Anchovy, northern             ",110, , 
1969,4,739,"Mackerel, jack",55, , 
1969,4,739,"Mackerel, Pacific",51, , 
1969,4,740,"Anchovy, northern             ",110, , 
1969,4,740,"Mackerel, jack",55, , 
1969,4,740,"Mackerel, Pacific",51, , 
1969,4,741,"Anchovy, northern             ",110, , 
1969,4,741,"Mackerel, jack",55, , 
1969,4,741,"Mackerel, Pacific",51, , 
1969,4,741,"Sardine, Pacific              ",100, , 
1969,4,742,"Anchovy, northern             ",110, , 
1969,4,743,"Anchovy, northern             ",110, , 
1969,4,756,"Mackerel, jack",55, , 
1969,4,757,"Anchovy, northern             ",110, , 
1969,4,757,"Mackerel, jack",55, , 
1969,4,757,"Sardine, Pacific              ",100, , 
1969,4,759,"Anchovy, northern             ",110, , 
1969,4,759,"Mackerel, jack",55, , 
1969,4,760,"Anchovy, northern             ",110, , 
1969,4,762,"Anchovy, northern             ",110, , 
1969,4,762,"Mackerel, jack",55, , 
1969,4,765,"Mackerel, jack",55, , 
1969,4,805,"Anchovy, northern             ",110, , 
1969,4,806,"Anchovy, northern             ",110, , 
1969,4,806,"Mackerel, jack",55, , 
1969,4,807,"Anchovy, northern             ",110, , 
1969,4,807,"Mackerel, jack",55, , 
1969,4,822,Yellowtail,40, , 
1969,4,827,"Anchovy, northern             ",110, , 
1969,4,829,"Mackerel, jack",55, , 
1969,4,842,"Mackerel, jack",55, , 
1969,4,842,"Mackerel, Pacific",51, , 
1969,4,849,"Mackerel, jack",55, , 
1969,4,849,"Mackerel, Pacific",51, , 
1969,4,850,"Mackerel, jack",55, , 
1969,4,860,"Anchovy, northern             ",110, , 
1969,4,860,"Mackerel, Pacific",51, , 
1969,4,860,Yellowtail,40, , 
1969,4,867,"Mackerel, jack",55, , 
1969,4,867,"Mackerel, Pacific",51, , 
1969,4,867,"Sardine, Pacific              ",100, , 
1969,4,871,"Mackerel, jack",55, , 
1969,4,878,Yellowtail,40, , 
1969,4,890,"Mackerel, jack",55, , 
1969,4,890,"Mackerel, Pacific",51, , 
1969,4,897,"Mackerel, jack",55, , 
1969,5,488,"Anchovy, northern             ",110, , 
1969,5,500,"Anchovy, northern             ",110, , 
1969,5,500,"Mackerel, jack",55, , 
1969,5,508,"Anchovy, northern             ",110, , 
1969,5,516,"Anchovy, northern             ",110, , 
1969,5,517,"Anchovy, northern             ",110, , 
1969,5,526,"Anchovy, northern             ",110, , 
1969,5,526,"Mackerel, jack",55, , 
1969,5,665,"Anchovy, northern             ",110, , 
1969,5,683,"Anchovy, northern             ",110, , 
1969,5,684,"Anchovy, northern             ",110, , 
1969,5,685,"Mackerel, jack",55, , 
1969,5,700,"Anchovy, northern             ",110, , 
1969,5,700,"Mackerel, jack",55, , 
1969,5,700,"Mackerel, Pacific",51, , 
1969,5,700,"Sardine, Pacific              ",100, , 
1969,5,700,Yellowtail,40, , 
1969,5,701,"Anchovy, northern             ",110, , 
1969,5,702,"Anchovy, northern             ",110, , 
1969,5,703,"Anchovy, northern             ",110, , 
1969,5,704,"Anchovy, northern             ",110, , 
1969,5,718,"Mackerel, jack",55, , 
1969,5,719,"Anchovy, northern             ",110, , 
1969,5,719,"Mackerel, jack",55, , 
1969,5,719,"Mackerel, Pacific",51, , 
1969,5,719,"Sardine, Pacific              ",100, , 
1969,5,720,"Anchovy, northern             ",110, , 
1969,5,720,"Mackerel, jack",55, , 
1969,5,720,"Mackerel, Pacific",51, , 
1969,5,720,"Sardine, Pacific              ",100, , 
1969,5,721,"Anchovy, northern             ",110, , 
1969,5,722,"Anchovy, northern             ",110, , 
1969,5,723,"Anchovy, northern             ",110, , 
1969,5,738,"Mackerel, jack",55, , 
1969,5,739,"Mackerel, jack",55, , 
1969,5,739,"Mackerel, Pacific",51, , 
1969,5,740,"Anchovy, northern             ",110, , 
1969,5,740,"Mackerel, jack",55, , 
1969,5,740,"Mackerel, Pacific",51, , 
1969,5,740,"Sardine, Pacific              ",100, , 
1969,5,741,"Anchovy, northern             ",110, , 
1969,5,741,"Mackerel, jack",55, , 
1969,5,741,"Mackerel, Pacific",51, , 
1969,5,741,"Sardine, Pacific              ",100, , 
1969,5,742,"Anchovy, northern             ",110, , 
1969,5,743,"Anchovy, northern             ",110, , 
1969,5,757,"Mackerel, Pacific",51, , 
1969,5,762,"Mackerel, jack",55, , 
1969,5,765,"Mackerel, jack",55, , 
1969,5,801,"Mackerel, jack",55, , 
1969,5,801,"Mackerel, Pacific",51, , 
1969,5,801,Yellowtail,40, , 
1969,5,802,"Mackerel, jack",55, , 
1969,5,806,"Mackerel, jack",55, , 
1969,5,806,"Mackerel, Pacific",51, , 
1969,5,807,"Mackerel, jack",55, , 
1969,5,807,"Mackerel, Pacific",51, , 
1969,5,807,"Sardine, Pacific              ",100, , 
1969,5,842,"Mackerel, jack",55, , 
1969,5,842,"Mackerel, Pacific",51, , 
1969,5,843,"Mackerel, jack",55, , 
1969,5,849,"Mackerel, jack",55, , 
1969,5,849,"Mackerel, Pacific",51, , 
1969,5,860,"Mackerel, jack",55, , 
1969,5,860,"Mackerel, Pacific",51, , 
1969,5,860,Yellowtail,40, , 
1969,5,867,"Mackerel, jack",55, , 
1969,5,867,"Mackerel, Pacific",51, , 
1969,5,890,"Mackerel, jack",55, , 
1969,5,897,"Mackerel, jack",55, , 
1969,5,897,"Mackerel, Pacific",51, , 
1969,6,488,"Anchovy, northern             ",110, , 
1969,6,500,"Anchovy, northern             ",110, , 
1969,6,500,"Mackerel, jack",55, , 
1969,6,508,"Mackerel, jack",55, , 
1969,6,509,"Mackerel, jack",55, , 
1969,6,511,"Mackerel, jack",55, , 
1969,6,517,"Mackerel, jack",55, , 
1969,6,518,"Mackerel, jack",55, , 
1969,6,526,"Anchovy, northern             ",110, , 
1969,6,526,"Mackerel, jack",55, , 
1969,6,540,"Mackerel, jack",55, , 
1969,6,600,"Anchovy, northern             ",110, , 
1969,6,682,"Anchovy, northern             ",110, , 
1969,6,683,"Anchovy, northern             ",110, , 
1969,6,685,"Mackerel, jack",55, , 
1969,6,690,"Mackerel, jack",55, , 
1969,6,700,"Anchovy, northern             ",110, , 
1969,6,700,"Mackerel, jack",55, , 
1969,6,700,"Mackerel, Pacific",51, , 
1969,6,700,"Sardine, Pacific              ",100, , 
1969,6,700,Yellowtail,40, , 
1969,6,702,"Mackerel, jack",55, , 
1969,6,708,"Mackerel, jack",55, , 
1969,6,718,"Mackerel, jack",55, , 
1969,6,718,"Mackerel, Pacific",51, , 
1969,6,719,"Anchovy, northern             ",110, , 
1969,6,719,"Mackerel, jack",55, , 
1969,6,719,"Mackerel, Pacific",51, , 
1969,6,720,"Mackerel, jack",55, , 
1969,6,737,"Mackerel, jack",55, , 
1969,6,738,"Anchovy, northern             ",110, , 
1969,6,738,"Mackerel, jack",55, , 
1969,6,739,"Mackerel, jack",55, , 
1969,6,739,"Mackerel, Pacific",51, , 
1969,6,740,"Mackerel, jack",55, , 
1969,6,740,"Mackerel, Pacific",51, , 
1969,6,740,"Sardine, Pacific              ",100, , 
1969,6,741,"Mackerel, jack",55, , 
1969,6,741,"Mackerel, Pacific",51, , 
1969,6,756,"Mackerel, jack",55, , 
1969,6,756,"Mackerel, Pacific",51, , 
1969,6,757,"Mackerel, jack",55, , 
1969,6,757,"Mackerel, Pacific",51, , 
1969,6,760,"Mackerel, Pacific",51, , 
1969,6,762,"Mackerel, jack",55, , 
1969,6,765,"Mackerel, jack",55, , 
1969,6,765,"Mackerel, Pacific",51, , 
1969,6,801,"Mackerel, jack",55, , 
1969,6,801,"Mackerel, Pacific",51, , 
1969,6,802,"Mackerel, jack",55, , 
1969,6,802,"Mackerel, Pacific",51, , 
1969,6,802,"Sardine, Pacific              ",100, , 
1969,6,807,"Mackerel, jack",55, , 
1969,6,807,"Mackerel, Pacific",51, , 
1969,6,822,"Mackerel, jack",55, , 
1969,6,822,"Mackerel, Pacific",51, , 
1969,6,822,Yellowtail,40, , 
1969,6,829,"Mackerel, jack",55, , 
1969,6,829,"Mackerel, Pacific",51, , 
1969,6,842,"Mackerel, jack",55, , 
1969,6,842,"Mackerel, Pacific",51, , 
1969,6,842,"Sardine, Pacific              ",100, , 
1969,6,843,"Mackerel, jack",55, , 
1969,6,843,"Mackerel, Pacific",51, , 
1969,6,849,"Mackerel, jack",55, , 
1969,6,849,"Mackerel, Pacific",51, , 
1969,6,860,"Mackerel, jack",55, , 
1969,6,860,"Mackerel, Pacific",51, , 
1969,6,860,Yellowtail,40, , 
1969,6,861,"Mackerel, Pacific",51, , 
1969,6,861,Yellowtail,40, , 
1969,6,867,"Mackerel, jack",55, , 
1969,6,867,"Mackerel, Pacific",51, , 
1969,7,488,"Anchovy, northern             ",110, , 
